,Name,Rank,Rating,Release_year,Episodes,Type,Studio,Tags,staff,Good_Anime
7850,Magi: The Kingdom of Magic,229.0,8.48,2013-01-01 00:00:00.000000,25.0,TV,A-1 Pictures,"Action, Adventure, Comedy, Fantasy, Shounen, Genies, Magic, Magic School, Middle Eastern, Political, School Life, Based on a Manga","Shinobu Ootaka : Original Creator, Kouji Masunari : Director, Naotaka Hayashi : Director, Shirou Sagisu : Music, Toshifumi Akai : Character Design, Hiroo Maruyama : Producer, Tomoyuki Saitou : Producer, Tomonori Ochikoshi : Producer",1
7851,Magi: The Labyrinth of Magic,492.0,8.24,2012-01-01 00:00:00.000000,25.0,TV,A-1 Pictures,"Action, Adventure, Comedy, Fantasy, Shounen, Genies, Magic, Middle Eastern, Political, Based on a Manga","Shinobu Ootaka : Original Creator, Kouji Masunari : Director, Naotaka Hayashi : Director, Shirou Sagisu : Music, Toshifumi Akai : Character Design, Hiroo Maruyama : Producer, Tomoyuki Saitou : Producer, Tomonori Ochikoshi : Producer",1
7852,Magia Record Arc 1 OP,10800.0,6.36,2017-01-01 00:00:00.000000,1.0,Web,SHAFT,"Opening Animation, Promotional, Based on a Video Game","Seiya Numata : Director & Key Animator, Junichirou Taniguchi : Character Design & Chief Animation Director, Kouji Tsuchiya : Photography Director, Hisaharu Iijima : Art Director, Hitoshi Hibino : Color Design, Motoki Sakai : Cg Director, Rina Iwamoto : Animation Director, Hitoshi Miyajima : Animation Director",0
7853,Magia Record Arc 2 OP,9947.0,6.46,2020-01-01 00:00:00.000000,1.0,Web,SHAFT,"Opening Animation, Promotional, Based on a Video Game","Seiya Numata : Director, Junichirou Taniguchi : Character Design",0
7854,Magia Record: Puella Magi Madoka Magica Side Story,7566.0,6.72,2020-01-01 00:00:00.000000,13.0,TV,SHAFT,"Action, Drama, Fantasy, Magical Girl, Mystery, Contemporary Fantasy, Dark Fantasy, Henshin Heroes, Magic, Urban Fantasy, Based on a Mobile Game, Explicit Violence","Magica Quartet : Original Creator, Ume Aoki : Original Character Design, Doroinu : Chief Director & Screenplay & Series Composition, Yukihiro Miyamoto : Director & Assistant Director & Episode Director & Storyboard, Midori Yoshizawa : Director & Ed Director & Episode Director & Op Director & Storyboard, Kenjirou Okada : Director & Episode Director & Storyboard, Takumi Ozawa : Music, Junichirou Taniguchi : Character Design",0
7855,Magia Record: Puella Magi Madoka Magica Side Story Recaps,11942.0,6.18,2021-01-01 00:00:00.000000,0.0,TV Sp,SHAFT,"Action, Drama, Fantasy, Magical Girl, Mystery, Contemporary Fantasy, Dark Fantasy, Henshin Heroes, Magic, Recap, Urban Fantasy, Based on a Mobile Game",unknown,0
7856,Magia Record: Puella Magi Madoka Magica Side Story Season 2 -The Eve of Awakening-,6010.0,6.9,2021-01-01 00:00:00.000000,0.0,TV,SHAFT,"Fantasy, Magical Girl, Contemporary Fantasy, Dark Fantasy, Henshin Heroes, Magic, Urban Fantasy, Based on a Mobile Game","Magica Quartet : Original Creator, Ume Aoki : Original Character Design, Doroinu : Chief Director & Screenplay & Series Composition, Yukihiro Miyamoto : Director & Episode Director & Storyboard, Midori Yoshizawa : Assistant Director & Episode Director & Op Director & Storyboard, Katsuhiko Takayama : Series Composition, Takumi Ozawa : Music, Junichirou Taniguchi : Character Design & Chief Animation Director",0
7857,Magia Record: Puella Magi Madoka Magica Side Story Season 2 -The Eve of Awakening- Recap,11419.0,6.26,2021-01-01 00:00:00.000000,0.0,TV Sp,SHAFT,"Fantasy, Magical Girl, Contemporary Fantasy, Dark Fantasy, Henshin Heroes, Magic, Recap, Urban Fantasy, Based on a Mobile Game",unknown,0
7858,Magic Boy,10684.0,6.36,1959-01-01 00:00:00.000000,0.0,Movie,Toei Animation,"Action, Adventure, Fantasy, Forest, Magic, Ninja","Taiji Yabushita : Director, Akira Daikubara : Director & Character Design, Hideo Furusawa : Character Design",0
7859,Magic Kaito,787.0,8.06,2010-01-01 00:00:00.000000,0.0,TV Sp,TMS Entertainment,"Action, Comedy, Drama, Shounen, Secret Identity, Thieves, Based on a Manga","Gosho Aoyama : Original Creator, Toshihiro Hirano : Director, Atsushi Umebori : Music, Masaki Satou : Character Design, Masahito Yoshioka : Producer, Mitomu Asai : Producer",0
7860,Magic Kaito 1412,977.0,7.96,2014-01-01 00:00:00.000000,24.0,TV,A-1 Pictures,"Action, Comedy, Drama, Mystery, Shounen, Secret Identity, Thieves, Based on a Manga","Gosho Aoyama : Original Creator, Susumu Kudou : Director, Naomichi Yamato : Assistant Director, Taku Iwasaki : Music, Yoshikazu Iwanami : Sound Director, Tomonori Ochikoshi : Producer, Kouji Nagai : Producer",0
7861,Magic Knight Rayearth,3386.0,7.26,1994-01-01 00:00:00.000000,49.0,TV,TMS Entertainment,"Action, Adventure, Fantasy, Magical Girl, Shoujo, Elemental Powers, Henshin Heroes, Isekai, Magic, Person in a Strange World, Summoned Into Another World, Based on a Manga","Clamp : Original Character Design & Original Creator, Toshihiro Hirano : Director, Hayato Matsuo : Music, Atsuko Ishida : Character Design, Michihiko Suwa : Producer, Masahito Yoshioka : Producer, Mikihiro Iwata : Producer, Shigeki Nakamura : Producer",1
7862,Magic Knight Rayearth OVA,6158.0,6.88,1997-01-01 00:00:00.000000,3.0,OVA,TMS Entertainment,"Action, Fantasy, Magical Girl, Mecha, Shoujo, Henshin Heroes, Magic, Based on a Manga","Clamp : Original Creator, Keitarou Motonaga : Director, Toshihiro Hirano : Director, Toshihiko Sahashi : Music, Megumi Kadonosono : Character Design, Fumie Yamauchi : Producer, Ken Tsunoda : Producer, Shozo Yoshioka : Producer",0
7863,Magic Knight Rayearth Pilot,4454.0,7.1,2014-01-01 00:00:00.000000,0.0,Other,unknown,"Fantasy, Shoujo, Isekai, Magic, Person in a Strange World, Summoned Into Another World",unknown,0
7864,Magic Tree House,5289.0,6.98,2012-01-01 00:00:00.000000,0.0,Movie,Ajia-do,"Adventure, Magic, Time Travel, Based on a Novel","Hiroshi Nishikiori : Director, Akira Senju : Music, Yoshiaki Yanagida : Character Design, Keisuke Nakamura : Photography Director, Shigeru Nishiyama : Editor",0
7865,Magic User's Club,8253.0,6.66,1999-01-01 00:00:00.000000,13.0,TV,MADHOUSE,"Comedy, Magic, Original Work","Junichi Satou : Director, Chiaki J. Konaka : Screenplay & Series Composition, Michiru Ooshima : Music, Ikuko Itou : Character Design, Kazuhiko Ikeguchi : Producer, Shoujirou Abe : Producer, Yoshiaki Itou : Animation Director & Key Animator, Makoto Kohara : Key Animator",0
7866,Magic User's Club vs. Shamanic Princess,12722.0,6.04,1998-01-01 00:00:00.000000,0.0,Other,unknown,"Comedy, Crossover, Parody",unknown,0
7867,Magic User's Club! OVA,5809.0,6.92,1996-01-01 00:00:00.000000,6.0,OVA,Triangle Staff,"Comedy, Ecchi, Magic, School Life, Original Work","Junichi Satou : Director, Michiru Ooshima : Music, Ikuko Itou : Character Design, Kazuhiko Ikeguchi : Producer, Hiroaki Inoue : Producer, Masato Terada : Producer, Masajiro Abe : Producer, Chiaki J. Konaka : Screenplay",0
7868,Magic of Stella,7388.0,6.74,2016-01-01 00:00:00.000000,12.0,TV,SILVER LINK.,"Comedy, Seinen, Doujinshi Industry, School Club, School Life, Video Game Industry, Based on a Manga","Cloba U : Original Creator, Shinya Kawatsura : Director, Kidlit : Music, Rio Kouyama : Music, Mako Kuwahara : Music, Hideki Furukawa : Character Design, Hiroyuki Kobayashi : Producer, Shousei Itou : Producer",0
7869,Magic of Stella Specials,6183.0,6.88,2017-01-01 00:00:00.000000,0.0,DVD S,SILVER LINK.,"Comedy, Seinen, Doujinshi Industry, School Club, School Life, Based on a Manga",unknown,0
7870,Magic-Kyun! Renaissance,1782.0,7.64,2016-01-01 00:00:00.000000,13.0,TV,Sunrise,"Fantasy, Reverse Harem, Art, Art School, Idols, Magic, Magic School, School Life, Showbiz, Original Work","Sunrise : Original Creator, Mitsue Yamazaki : Director, Kumi Ishii : Character Design, Yoshikazu Iwanami : Sound Director, Toshihiro Nakajima : Key Animator",0
7871,Magica Wars,14838.0,5.2,2014-01-01 00:00:00.000000,26.0,TV,GAINAX,"Action, Comedy, Fantasy, Magical Girl, Henshin Heroes, Magic, Short Episodes, Based on a Video Game","Ayano Ohnoki : Director, Mariko Kawamoto : Character Design, Yoshinori Asao : Producer, Rie Matsubara : Editor",0
7872,Magical Angel Creamy Mami,7553.0,6.72,1983-01-01 00:00:00.000000,52.0,TV,Pierrot,"Comedy, Magical Girl, Romance, Sci Fi, Age Transformation, Aliens, Episodic, Family Friendly, Henshin Heroes, Idols, Love Triangle, Magic, Music, Non-Human Protagonists, Showbiz, Original Work","Kazunori Ito : Original Concept & Series Composition, Osamu Kobayashi : Director, Kouji Makaino : Music, Akemi Takada : Character Design, Shichirou Kobayashi : Art Director, Masaaki Fushikawa : Producer",0
7874,Magical Angel Creamy Mami: Eien no Once More,5474.0,6.96,1984-01-01 00:00:00.000000,1.0,OVA,Pierrot,"Magical Girl, Sci Fi, Aliens, Henshin Heroes, Magic, Non-Human Protagonists, Original Work","Kazunori Ito : Original Concept & Screenplay & Series Composition, Akemi Takada : Character Design, Shichirou Kobayashi : Art Director",0
7875,Magical Angel Creamy Mami: Long Goodbye,7706.0,6.72,1985-01-01 00:00:00.000000,1.0,OVA,Pierrot,"Magical Girl, Sci Fi, Aliens, Henshin Heroes, Magic, Non-Human Protagonists, Original Work","Osamu Kobayashi : Director, Norimasa Yamanaka : Music, Shichirou Kobayashi : Art Director, Masaaki Fushikawa : Producer, Kazunori Ito : Screenplay",0
7878,Magical Angel Sweet Mint,9065.0,6.56,1990-01-01 00:00:00.000000,47.0,TV,Ashi Productions,"Magical Girl, Family Friendly, Henshin Heroes, Magic, Original Work","Hisatarou Ooba : Director, Toshiyuki Tsuru : Character Design, Yoshimi Umino : Art Director, Kazuya Miyazaki : Episode Director, Yoshimichi Hosoi : Screenplay, Masaharu Amiya : Screenplay",0
7879,Magical Canan,10798.0,6.36,2005-01-01 00:00:00.000000,13.0,TV,AIC ASTA,"Fantasy, Magical Girl, Henshin Heroes, Magic, Based on an Eroge, Based on a Visual Novel","Masashi Abe : Director, Yoshitaka Amano : Character Design, Akio Watanabe : Character Design, Masaki Yamada : Character Design, Hiroyuki Oomori : Producer, Takayuki Matsunaga : Producer, Yuusuke Abe : Producer, Yuuji Yanase : Animation Director & Episode Director",0
7880,Magical Chocolate,14990.0,5.02,2001-01-01 00:00:00.000000,1.0,OVA,Ishikawa Pro,"Comedy, Romance, Love Confession, Magic, School Life, Shorts, Valentine's Day, Original Work",Naoya Ishikawa : Director,0
7881,Magical Fairy Persia Pilot,6186.0,6.88,2003-01-01 00:00:00.000000,0.0,DVD S,Pierrot,"Fantasy, Magical Girl, Henshin Heroes, Magic, School Life",unknown,0
7883,Magical Girl Lalabel,7255.0,6.76,1980-01-01 00:00:00.000000,49.0,TV,Toei Animation,"Magical Girl, Shoujo, Henshin Heroes, School Life, Original Work","Hiroshi Shidara : Director, Taku Izumi : Music, Mitsuo Shindou : Animation Director & Character Design & Chief Animation Director, Shingo Araki : Character Design, Yuusuke Usui : Producer",0
7884,Magical Girl Lyrical Nanoha,2598.0,7.42,2004-01-01 00:00:00.000000,13.0,TV,Seven Arcs,"Fantasy, Magical Girl, Sci Fi, Contemporary Fantasy, Henshin Heroes, Magic, Urban Fantasy, Original Work, Mature Themes,, Domestic Abuse","Akiyuki Simbo : Director, Hiroaki Sano : Music, Yasuhiro Okuda : Character Design, Akio Mishima : Producer, Ryouki Kamitsubo : Episode Director, Yasuomi Umetsu : Key Animator, Yuuji Yanase : Key Animator",0
7885,Magical Girl Lyrical Nanoha A's,824.0,8.04,2005-01-01 00:00:00.000000,13.0,TV,Seven Arcs,"Fantasy, Magical Girl, Seinen, Contemporary Fantasy, Disability, Henshin Heroes, Magic, Urban Fantasy, Original Work","Keizou Kusakawa : Director, Hiroaki Sano : Music, Yasuhiro Okuda : Character Design, Tsuguo Kozawa : Photography Director, Akio Mishima : Producer, Tatsuya Tanaka : Producer, Hiroshi Kurimoto : Episode Director, Nobuyuki Takeuchi : Key Animator & Storyboard",0
7886,Magical Girl Lyrical Nanoha A's Picture Drama,8390.0,6.64,2014-01-01 00:00:00.000000,0.0,DVD S,unknown,Picture Drama,unknown,0
7887,Magical Girl Lyrical Nanoha Picture Drama,8547.0,6.62,2014-01-01 00:00:00.000000,0.0,DVD S,unknown,Picture Drama,unknown,0
7888,Magical Girl Lyrical Nanoha StrikerS,1490.0,7.74,2007-01-01 00:00:00.000000,26.0,TV,Seven Arcs,"Magical Girl, Seinen, Henshin Heroes, Magic, Original Work","Keizou Kusakawa : Director, Hiroaki Sano : Music, Yasuhiro Okuda : Character Design, Akio Mishima : Producer, Tatsuya Tanaka : Producer, Michio Fukuda : Storyboard, Osamu Inoue : Storyboard, Nobuyuki Takeuchi : Storyboard",0
7889,Magical Girl Lyrical Nanoha StrikerS Picture Drama,8808.0,6.6,2015-01-01 00:00:00.000000,0.0,DVD S,unknown,"Comedy, Parody, Picture Drama, School Life",unknown,0
7890,Magical Girl Lyrical Nanoha THE MOVIE 3rd Reflection,1496.0,7.74,2017-01-01 00:00:00.000000,0.0,Movie,Seven Arcs,"Action, Fantasy, Magical Girl, Sci Fi, Contemporary Fantasy, Henshin Heroes, Magic, Siblings, Superpowers, Urban Fantasy, Original Work, Violence","Takayuki Hamana : Director, Misa Chuujou : Music, Kana Hashidate : Character Design, Tomohiro Arai : Producer, Issei Arakaki : Chief Animation Director",0
7891,Magical Girl Lyrical Nanoha The MOVIE 1st,837.0,8.02,2010-01-01 00:00:00.000000,0.0,Movie,Seven Arcs,"Action, Fantasy, Magical Girl, Contemporary Fantasy, Henshin Heroes, Magic, Recap, Urban Fantasy, Original Work, Mature Themes,, Nudity,, Domestic Abuse","Keizou Kusakawa : Director, Atsushi Nakayama : Director, Hiroaki Sano : Music, Yasuhiro Okuda : Character Design, Hiroyuki Shimizu : Producer, Akio Mishima : Producer, Tatsuya Tanaka : Producer",0
7892,Magical Girl Lyrical Nanoha ViVid,7437.0,6.74,2015-01-01 00:00:00.000000,12.0,TV,A-1 Pictures,"Magical Girl, Shounen, Age Transformation, Henshin Heroes, Magic, Based on a Manga","Masaki Tsuzuki : Original Creator, Yuuki Itou : Director, Misa Chuujou : Music, Masaaki Yamano : Character Design, Akiko Ishioka : Producer, Tatsuya Ishikawa : Producer",0
7893,Magical Girl Lyrical Nanoha ViVid Recap,12019.0,6.18,2015-01-01 00:00:00.000000,0.0,TV Sp,A-1 Pictures,"Magical Girl, Shounen, Henshin Heroes, Magic, Recap, Based on a Manga",Masaki Tsuzuki : Original Creator,0
7894,Magical Girl Lyrical Nanoha: Detonation,1231.0,7.84,2018-01-01 00:00:00.000000,0.0,Movie,Seven Arcs,"Action, Magical Girl, Henshin Heroes, Magic, Original Work, Violence","Takayuki Hamana : Director, Misa Chuujou : Music, Osamu Sakata : Character Design, Kana Hashidate : Character Design, Issei Arakaki : Character Design & Chief Animation Director, Tomohiro Arai : Producer",0
7896,Magical Girl Lyrical Nanoha: The Movie 2nd A's,503.0,8.24,2012-01-01 00:00:00.000000,0.0,Movie,Seven Arcs,"Fantasy, Magical Girl, Seinen, Contemporary Fantasy, Disability, Henshin Heroes, Magic, Recap, Urban Fantasy, Original Work","Keizou Kusakawa : Director, Misa Chuujou : Music, Yasuhiro Okuda : Character Design, Hiroyuki Shimizu : Producer, Akio Mishima : Producer, Tatsuya Tanaka : Producer",0
7897,Magical Girl Ore,9864.0,6.48,2018-01-01 00:00:00.000000,12.0,TV,St. Signpost,"Comedy, Fantasy, Magical Girl, Contemporary Fantasy, Gender Bender, Henshin Heroes, Magic, Parody, Based on a Manga, Violence","Chokusen Moudama : Original Creator, Itsurou Kawasaki : Director & Animation Director & Screenplay & Series Composition & Storyboard, Yukiko Ibe : Character Design, Nobuhiko Kurosu : Producer",0
7898,Magical Girl Pretty Sammy,10160.0,6.44,1995-01-01 00:00:00.000000,3.0,OVA,AIC,"Fantasy, Magical Girl, Contemporary Fantasy, Henshin Heroes, Magic, Urban Fantasy","Yasuhito Kikuchi : Director, Kazunori Hirokawa : Director, Takeshi Aoki : Director, Seikou Nagaoka : Music, Yoshitaka Kohno : Character Design, Kinya Watanabe : Producer, Hiroaki Inoue : Producer, Kazuaki Morijiri : Producer",0
7899,Magical Girl Pretty Sammy Specials,10451.0,6.4,1997-01-01 00:00:00.000000,0.0,DVD S,AIC,"Adventure, Comedy, Fantasy, Henshin Heroes, Magic, Parody",unknown,0
7900,Magical Girl Pretty Sammy TV,7430.0,6.74,1996-01-01 00:00:00.000000,26.0,TV,AIC,"Comedy, Fantasy, Magical Girl, Contemporary Fantasy, Henshin Heroes, Magic, Urban Fantasy","Katsuhito Akiyama : Director, Yoshikazu Suo : Music, Atsushi Okuda : Character Design, Tsuguo Kozawa : Photography Director, Shigemi Ikeda : Art Director, Yumi Murase : Producer, Kazuaki Morijiri : Producer, Shinichi Watanabe : Episode Director & Storyboard",0
7901,Magical Girl Raising Project,4735.0,7.06,2016-01-01 00:00:00.000000,12.0,TV,Lerche,"Action, Fantasy, Magical Girl, Battle Royale, Contemporary Fantasy, Dark Fantasy, Henshin Heroes, Magic, Melancholy, PVP, Urban Fantasy, Based on a Light Novel, Violence","Hiroyuki Hashimoto : Director, Takurou Iga : Music, Yukiko Aikei : Character Design, Emi Kashimura : Producer, Takeshi Minami : Producer, Shinichirou Kajiura : Animation Director",0
7902,Magical Girl Site,9167.0,6.56,2018-01-01 00:00:00.000000,12.0,TV,production doA,"Action, Fantasy, Magical Girl, Shounen, Animeism, Dark Fantasy, Henshin Heroes, Urban Fantasy, Based on a Manga, Animal Abuse,, Bullying,, Mature Themes,, Physical Abuse,, Sexual Abuse,, Suicide,, Violence,, Domestic Abuse,, Self-Harm","Kentaro Sato : Original Creator, Tadahito Matsubayashi : Director, Keiji Inai : Music, Sakae Shibuya : Character Design, Hiroshi Kamei : Producer, Yoshinori Takeeda : Producer, Kazuaki Takahashi : Producer, Gouta Aijima : Producer",0
7903,Magical Girl Site Recaps,13811.0,5.74,2018-01-01 00:00:00.000000,0.0,Other,production doA,"Action, Fantasy, Magical Girl, Shounen, Dark Fantasy, Recap, Urban Fantasy, Based on a Manga, Animal Abuse,, Bullying,, Mature Themes,, Physical Abuse,, Sexual Abuse",unknown,0
7904,Magical Girl Spec-Ops Asuka,11158.0,6.3,2019-01-01 00:00:00.000000,12.0,TV,LIDEN FILMS,"Action, Drama, Fantasy, Magical Girl, Seinen, Animeism, Contemporary Fantasy, Dark Fantasy, Guns, Henshin Heroes, Magic, Military, Monsters, School Life, Urban Fantasy, Based on a Manga, Explicit Violence,, Mature Themes,, Physical Abuse,, Sexual Content","Makoto Fukami : Original Creator, Hideyo Yamamoto : Director, R.O.N : Music, Youko Suzuki : Character Design, Yoshikazu Iwanami : Sound Director, Noritomo Isogai : Producer, Hiroshi Kamei : Producer, Shintarou Yoshitake : Producer",0
7905,Magical Hat,7879.0,6.7,1989-01-01 00:00:00.000000,33.0,TV,Pierrot,"Adventure, Comedy, Fantasy, Family Friendly, Original Work","Akira Shigino : Director, Kenji Terada : Series Composition, Edison : Music, Tamio Ninomiya : Character Design, Tsuguo Kozawa : Photography Director, Kenji Shimizu : Producer, Kyoutarou Kimura : Producer, Minoru Oono : Producer",0
7906,Magical Maho,4602.0,7.08,1997-01-01 00:00:00.000000,1.0,OVA,unknown,"Fantasy, Magical Girl, Family Friendly, Henshin Heroes, Magic, Music, Urban Fantasy",unknown,0
7907,Magical Meow Meow Taruto,12873.0,6.02,2001-01-01 00:00:00.000000,12.0,TV,MADHOUSE,"Comedy, Seinen, Slice of Life, Animal Characteristics, Magic, Non-Human Protagonists, Based on a Manga","Kaishaku : Original Creator, Tsukasa Sunaga : Director, Masumi Itou : Music & Song Arrangement & Song Composition & Song Performance, Hiroko Kazui : Assistant Animation Director & Character Design, Atsushi Sugita : Producer, Shinichirou Aoki : Episode Director",0
7908,Magical Play,13268.0,5.92,2001-01-01 00:00:00.000000,22.0,Web,AIC,"Comedy, Fantasy, Magical Girl, Henshin Heroes, Magic, Short Episodes, Original Work","Hiroki Hayashi : Director, Kiyohiko Azuma : Character Design, Satoru Yoshida : Producer",0
7909,Magical Pokan,6046.0,6.9,2006-01-01 00:00:00.000000,12.0,TV,REMIC,"Comedy, Fantasy, Contemporary Fantasy, Magic, Vampires, Original Work","Kenichi Yatani : Director, Yasunori Ide : Series Composition, Noriyasu Agematsu : Music, Katsuzou Hirata : Character Design, Junichi Watanabe : Photography Director, Tsuguo Kozawa : Photography Director, Nobuhiro Oosawa : Producer, Oshi Yoshinuma : Producer",0
